#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
506514	23028	5925	116667	111860	RP1-184J9.1	RP11-174I10.1	KDM1A	RB1	AOF2|BHC110|KDM1|LSD1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Chau CM (2008)	18216119	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506515	5925	23028	111860	116667	RP11-174I10.1	RP1-184J9.1	RB1	KDM1A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	AOF2|BHC110|KDM1|LSD1	Affinity Capture-Western	physical	Chau CM (2008)	18216119	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506516	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Affinity Capture-Western	physical	Chau CM (2008)	18216119	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506573	5925	5894	111860	111831	RP11-174I10.1	-	RB1	RAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CMD1NN|CRAF|NS5|Raf-1|c-Raf	Reconstituted Complex	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506575	5894	5925	111831	111860	-	RP11-174I10.1	RAF1	RB1	CMD1NN|CRAF|NS5|Raf-1|c-Raf	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506578	5894	5925	111831	111860	-	RP11-174I10.1	RAF1	RB1	CMD1NN|CRAF|NS5|Raf-1|c-Raf	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506579	595	5925	107067	111860	-	RP11-174I10.1	CCND1	RB1	BCL1|D11S287E|PRAD1|U21B31	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506580	1869	5925	108201	111860	-	RP11-174I10.1	E2F1	RB1	E2F-1|RBAP1|RBBP3|RBP3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506581	595	5925	107067	111860	-	RP11-174I10.1	CCND1	RB1	BCL1|D11S287E|PRAD1|U21B31	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
506582	5894	5925	111831	111860	-	RP11-174I10.1	RAF1	RB1	CMD1NN|CRAF|NS5|Raf-1|c-Raf	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
506583	6597	5925	112481	111860	-	RP11-174I10.1	SMARCA4	RB1	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506584	3065	5925	109315	111860	RP4-811H24.2	RP11-174I10.1	HDAC1	RB1	GON-10|HD1|RPD3|RPD3L1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506585	23468	5925	117030	111860	-	RP11-174I10.1	CBX5	RB1	HEL25|HP1|HP1A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dasgupta P (2004)	15485920	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506648	5925	5926	111860	111861	RP11-174I10.1	-	RB1	ARID4A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RBBP-1|RBBP1|RBP-1|RBP1	Affinity Capture-Western	physical	Lai A (2001)	11283269	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506654	5926	5925	111861	111860	-	RP11-174I10.1	ARID4A	RB1	RBBP-1|RBBP1|RBP-1|RBP1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Lai A (2001)	11283269	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506658	5925	5931	111860	111866	RP11-174I10.1	RP11-716A19.5	RB1	RBBP7	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RbAp46	Affinity Capture-Western	physical	Lai A (2001)	11283269	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
506659	5925	5928	111860	111863	RP11-174I10.1	-	RB1	RBBP4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	NURF55|RBAP48|lin-53	Affinity Capture-Western	physical	Lai A (2001)	11283269	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
510898	5925	286826	111860	130420	RP11-174I10.1	-	RB1	LIN9	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BARA|BARPsv|Lin-9|TGS|TGS1|TGS2	Reconstituted Complex	physical	Korenjak M (2004)	15479636	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
510899	5925	132660	111860	126328	RP11-174I10.1	-	RB1	LIN54	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CXCDC1|JC8.6|MIP120	Reconstituted Complex	physical	Korenjak M (2004)	15479636	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
510919	5925	6667	111860	112550	RP11-174I10.1	-	RB1	SP1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	-	Affinity Capture-Western	physical	Chang YC (2001)	11158299	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
510920	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Chang YC (2001)	11158299	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
511643	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Dahiya A (2000)	10958676	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
511644	5925	8841	111860	114368	RP11-174I10.1	-	RB1	HDAC3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HD3|RPD3|RPD3-2	Affinity Capture-Western	physical	Dahiya A (2000)	10958676	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
512990	6597	5925	112481	111860	-	RP11-174I10.1	SMARCA4	RB1	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Zhang HS (2000)	10778858	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
512991	5925	6597	111860	112481	RP11-174I10.1	-	RB1	SMARCA4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	Affinity Capture-Western	physical	Zhang HS (2000)	10778858	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
512992	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Zhang HS (2000)	10778858	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514028	6497	5925	112388	111860	-	RP11-174I10.1	SKI	RB1	SGS|SKV	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Tokitou F (1999)	9988677	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514029	6498	5925	112389	111860	-	RP11-174I10.1	SKIL	RB1	SNO|SnoA|SnoI|SnoN	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Tokitou F (1999)	9988677	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514030	5925	20466	111860	203256	RP11-174I10.1	-	RB1	Sin3a	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	AW553200|Sin3|mKIAA4126|mSin3A	Reconstituted Complex	physical	Tokitou F (1999)	9988677	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
514031	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Reconstituted Complex	physical	Tokitou F (1999)	9988677	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514193	5925	8850	111860	114375	RP11-174I10.1	-	RB1	KAT2B	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CAF|P/CAF|PCAF	Affinity Capture-Western	physical	Nguyen DX (2004)	15044952	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514194	8850	5925	114375	111860	-	RP11-174I10.1	KAT2B	RB1	CAF|P/CAF|PCAF	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Nguyen DX (2004)	15044952	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514195	5925	8850	111860	114375	RP11-174I10.1	-	RB1	KAT2B	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CAF|P/CAF|PCAF	Reconstituted Complex	physical	Nguyen DX (2004)	15044952	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514196	5925	4193	111860	110358	RP11-174I10.1	-	RB1	MDM2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Nguyen DX (2004)	15044952	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514197	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Nguyen DX (2004)	15044952	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514198	5925	23741	111860	117243	RP11-174I10.1	PNAS-22	RB1	EID1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	C15orf3|CRI1|EID-1|IRO45620|PTD014|RBP21	Affinity Capture-Western	physical	Nguyen DX (2004)	15044952	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514295	1874	5925	108206	111860	-	RP11-174I10.1	E2F4	RB1	E2F-4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Iavarone A (1999)	9858615	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
514357	5925	2305	111860	108594	RP11-174I10.1	-	RB1	FOXM1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TGT3|TRIDENT	Affinity Capture-Western	physical	Major ML (2004)	15024056	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
516638	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Reconstituted Complex	physical	Takaki T (2004)	15003538	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
516640	1019	5925	107454	111860	-	RP11-174I10.1	CDK4	RB1	CMM3|PSK-J3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Takaki T (2004)	15003538	9606	9606	Low Throughput	-	Phosphorylation	-	CCND2	-	BIOGRID
516641	1017	5925	107452	111860	-	RP11-174I10.1	CDK2	RB1	CDKN2|p33(CDK2)	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Takaki T (2004)	15003538	9606	9606	Low Throughput	-	Phosphorylation	-	CCNE or CCNA	-	BIOGRID
519089	3065	5925	109315	111860	RP4-811H24.2	RP11-174I10.1	HDAC1	RB1	GON-10|HD1|RPD3|RPD3L1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Magnaghi-Jaulin L (1998)	9468140	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
519090	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Reconstituted Complex	physical	Magnaghi-Jaulin L (1998)	9468140	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
519091	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Reconstituted Complex	physical	Brehm A (1998)	9468139	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
519092	3065	5925	109315	111860	RP4-811H24.2	RP11-174I10.1	HDAC1	RB1	GON-10|HD1|RPD3|RPD3L1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Brehm A (1998)	9468139	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
519093	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Brehm A (1998)	9468139	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
521734	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Sun JM (2007)	17827154	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
521739	5925	3066	111860	109316	RP11-174I10.1	-	RB1	HDAC2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HD2|RPD3|YAF1	Affinity Capture-Western	physical	Sun JM (2007)	17827154	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
521844	7375	5925	113221	111860	-	RP11-174I10.1	USP4	RB1	UNP|Unph	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	DeSalle LM (2001)	11571652	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
521845	7375	5925	113221	111860	-	RP11-174I10.1	USP4	RB1	UNP|Unph	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	DeSalle LM (2001)	11571652	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
521846	7375	5925	113221	111860	-	RP11-174I10.1	USP4	RB1	UNP|Unph	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Co-fractionation	physical	DeSalle LM (2001)	11571652	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
530383	6597	5925	112481	111860	-	RP11-174I10.1	SMARCA4	RB1	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Napolitano MA (2007)	17666433	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
531843	7528	5925	113360	111860	-	RP11-174I10.1	YY1	RB1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Hu HM (2007)	17287852	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
533994	10294	5925	115582	111860	-	RP11-174I10.1	DNAJA2	RB1	CPR3|DJ3|DJA2|DNAJ|DNJ3|HIRIP4|PRO3015|RDJ2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Ye X (2007)	17242198	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
533997	5925	10294	111860	115582	RP11-174I10.1	-	RB1	DNAJA2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CPR3|DJ3|DJA2|DNAJ|DNJ3|HIRIP4|PRO3015|RDJ2	Affinity Capture-Western	physical	Ye X (2007)	17242198	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
545339	5925	7799	111860	113575	RP11-174I10.1	RP5-1177E19.1	RB1	PRDM2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	Protein-peptide	physical	Buyse IM (1997)	9223517	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
545340	7799	5925	113575	111860	RP5-1177E19.1	RP11-174I10.1	PRDM2	RB1	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Buyse IM (1997)	9223517	9606	9606	Low Throughput	-	-	-	RIZ and E2F1 interaction dependent on Rb	-	BIOGRID
558815	56950	5925	121274	111860	RP11-176D17.2	RP11-174I10.1	SMYD2	RB1	HSKM-B|KMT3C|ZMYND14	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Saddic LA (2010)	20870719	9606	9606	Low Throughput	-	Methylation	-	-	-	BIOGRID
558816	56950	5925	121274	111860	RP11-176D17.2	RP11-174I10.1	SMYD2	RB1	HSKM-B|KMT3C|ZMYND14	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Saddic LA (2010)	20870719	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
558817	5925	56950	111860	121274	RP11-174I10.1	RP11-176D17.2	RB1	SMYD2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HSKM-B|KMT3C|ZMYND14	Affinity Capture-Western	physical	Saddic LA (2010)	20870719	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
565369	5925	5931	111860	111866	RP11-174I10.1	RP11-716A19.5	RB1	RBBP7	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RbAp46	Reconstituted Complex	physical	Huang S (1991)	2005966	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
565942	5926	5925	111861	111860	-	RP11-174I10.1	ARID4A	RB1	RBBP-1|RBBP1|RBP-1|RBP1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Suryadinata R (2011)	21148318	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
565943	5926	5925	111861	111860	-	RP11-174I10.1	ARID4A	RB1	RBBP-1|RBBP1|RBP-1|RBP1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Suryadinata R (2011)	21148318	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
573782	115426	5925	125434	111860	RP11-472F14.2	RP11-174I10.1	UHRF2	RB1	NIRF|RNF107|URF2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Far Western	physical	Mori T (2011)	21952639	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
573813	115426	5925	125434	111860	RP11-472F14.2	RP11-174I10.1	UHRF2	RB1	NIRF|RNF107|URF2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Mori T (2011)	21952639	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
573814	5925	115426	111860	125434	RP11-174I10.1	RP11-472F14.2	RB1	UHRF2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	NIRF|RNF107|URF2	Affinity Capture-Western	physical	Mori T (2011)	21952639	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
573815	5925	115426	111860	125434	RP11-174I10.1	RP11-472F14.2	RB1	UHRF2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	NIRF|RNF107|URF2	Reconstituted Complex	physical	Mori T (2011)	21952639	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589260	6886	5925	112749	111860	-	RP11-174I10.1	TAL1	RB1	SCL|TCL5|bHLHa17|tal-1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-MS	physical	Hu X (2009)	19497860	9606	9606	Low Throughput	-	-	-	ChIP	-	BIOGRID
589602	5925	6886	111860	112749	RP11-174I10.1	-	RB1	TAL1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	SCL|TCL5|bHLHa17|tal-1	Affinity Capture-Western	physical	Vitelli L (2000)	10866689	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589603	6886	5925	112749	111860	-	RP11-174I10.1	TAL1	RB1	SCL|TCL5|bHLHa17|tal-1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Vitelli L (2000)	10866689	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589604	6929	5925	112791	111860	-	RP11-174I10.1	TCF3	RB1	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Vitelli L (2000)	10866689	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589605	5925	6929	111860	112791	RP11-174I10.1	-	RB1	TCF3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	Affinity Capture-Western	physical	Vitelli L (2000)	10866689	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589607	4005	5925	110191	111860	-	RP11-174I10.1	LMO2	RB1	RBTN2|RBTNL1|RHOM2|TTG2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Vitelli L (2000)	10866689	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589612	8861	5925	114384	111860	-	RP11-174I10.1	LDB1	RB1	CLIM2|NLI	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Vitelli L (2000)	10866689	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
594014	3661	5925	109869	111860	-	RP11-174I10.1	IRF3	RB1	-	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594506	3661	5925	109869	111860	-	RP11-174I10.1	IRF3	RB1	-	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Li S (2011)	21903422	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
604494	6667	5925	112550	111860	-	RP11-174I10.1	SP1	RB1	-	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Opitz OG (2000)	10850422	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
632108	1869	5925	108201	111860	-	RP11-174I10.1	E2F1	RB1	E2F-1|RBAP1|RBBP3|RBP3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Yang L (2011)	22078878	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
635225	4869	5925	110929	111860	-	RP11-174I10.1	NPM1	RB1	B23|NPM	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Haindl M (2008)	18259216	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
644551	4193	5925	110358	111860	-	RP11-174I10.1	MDM2	RB1	ACTFS|HDMX|hdm2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Zheng Z (2012)	21990374	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
644555	10765	5925	115984	111860	-	RP11-174I10.1	KDM5B	RB1	CT31|JARID1B|PLU-1|PLU1|PPP1R98|PUT1|RBBP2H1A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Nijwening JH (2011)	21980403	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
657416	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Fan LX (2012)	21900881	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
658018	1050	5925	107479	111860	-	RP11-174I10.1	CEBPA	RB1	C/EBP-alpha|CEBP	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-MS	physical	Bararia D (2008)	18239623	9606	9606	High Throughput	-	-	-	figure 1 and supplementary table 1.	-	BIOGRID
658436	5925	10524	111860	115779	RP11-174I10.1	-	RB1	KAT5	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Affinity Capture-Luminescence	physical	Leduc C (2006)	16501607	9606	9606	Low Throughput	-	-	-	figure 2a.	-	BIOGRID
658437	5925	10524	111860	115779	RP11-174I10.1	-	RB1	KAT5	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Affinity Capture-Western	physical	Leduc C (2006)	16501607	9606	9606	Low Throughput	-	-	-	figure 2b. in vivo pull down.|figure 2c. in vivo pull down.	-	BIOGRID
658438	10524	5925	115779	111860	-	RP11-174I10.1	KAT5	RB1	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Leduc C (2006)	16501607	9606	9606	Low Throughput	-	Acetylation	-	figure 3.|figure 4.|figure 5. P14ARF/INK4a inhibits RB acetylation by Tip60.	-	BIOGRID
658587	1019	5925	107454	111860	-	RP11-174I10.1	CDK4	RB1	CMM3|PSK-J3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Deep G (2006)	16205633	9606	9606	Low Throughput	-	Phosphorylation	-	figure 2d.	-	BIOGRID
658666	5987	5925	111919	111860	DAAP-182E11.3	RP11-174I10.1	TRIM27	RB1	RFP|RNF76	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Two-hybrid	physical	Kruetzfeldt M (2005)	15837424	9606	9606	Low Throughput	-	-	-	figure 2A,B.	-	BIOGRID
658667	5925	5987	111860	111919	RP11-174I10.1	DAAP-182E11.3	RB1	TRIM27	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RFP|RNF76	Affinity Capture-Luminescence	physical	Kruetzfeldt M (2005)	15837424	9606	9606	Low Throughput	-	-	-	figure 2C.|figure 4A.|figure S5A.	-	BIOGRID
658668	5925	5987	111860	111919	RP11-174I10.1	DAAP-182E11.3	RB1	TRIM27	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RFP|RNF76	Two-hybrid	physical	Kruetzfeldt M (2005)	15837424	9606	9606	Low Throughput	-	-	-	figure 1.|figure 2D.	-	BIOGRID
