plate	position	well	score	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	GeneID	Entrez_gene_ID
3	255	K15	-0.1	sample	sample	2882980	2487350	2317930	2487350	2562753.33333333	0.997	0.923	0.978	-0.004	-0.115	-0.033	MPP3	4356
2	139	F19	-0.11	sample	sample	2550820	2361660	2191020	2361660	2367833.33333333	0.985	0.979	0.975	-0.021	-0.031	-0.037	RAF1	5894
2	364	P04	-0.12	sample	sample	2397330	2361040	2189320	2361040	2315896.66666667	0.926	0.978	0.974	-0.111	-0.031	-0.038	SAST	22983
3	71	C23	-0.12	sicon1	sicon1	3030940	2505060	2309360	2505060	2615120	1.05	0.93	0.974	0.068	-0.105	-0.038	NA	NA
3	102	E06	-0.12	sample	sample	2775070	2677280	2308420	2677280	2586923.33333333	0.96	0.994	0.974	-0.059	-0.009	-0.039	NA	NA
2	71	C23	-0.12	sicon1	sicon1	2546530	2132840	2188180	2188180	2289183.33333333	0.984	0.884	0.974	-0.024	-0.178	-0.039	NA	NA
2	268	L04	-0.13	sample	sample	2568150	2351930	2179780	2351930	2366620	0.992	0.975	0.97	-0.012	-0.037	-0.044	PIM3	415116
3	74	D02	-0.13	sicon1	sicon1	2859650	2623090	2260270	2623090	2581003.33333333	0.989	0.974	0.953	-0.016	-0.038	-0.069	NA	NA
2	285	L21	-0.13	sample	sample	2513040	2363110	2183950	2363110	2353366.66666667	0.971	0.979	0.972	-0.043	-0.03	-0.042	BAIAP1	9223
1	248	K08	-0.13	sample	sample	2168940	2155780	1867880	2155780	2064200	0.973	0.985	0.916	-0.04	-0.022	-0.126	CAMK2G	818
1	108	E12	-0.13	sample	sample	2150230	2274860	1980110	2150230	2135066.66666667	0.964	1.04	0.972	-0.052	0.056	-0.042	SRC	6714
3	171	H03	-0.13	sample	sample	2913800	2306180	2303070	2306180	2507683.33333333	1.01	0.856	0.971	0.011	-0.224	-0.042	NA	NA
3	105	E09	-0.14	sample	sample	2809580	2474620	2679790	2679790	2654663.33333333	0.972	0.919	1.13	-0.041	-0.122	0.177	PRKDC	5591
3	196	I04	-0.14	sample	sample	2735320	2618600	2357010	2618600	2570310	0.946	0.972	0.994	-0.08	-0.041	-0.009	NA	NA
3	112	E16	-0.14	sample	sample	3098420	2617590	2193060	2617590	2636356.66666667	1.07	0.972	0.925	0.1	-0.041	-0.113	NA	NA
2	23	A23	-0.14	sicon1	sicon1	2292680	2344170	2244590	2292680	2293813.33333333	0.886	0.971	0.999	-0.175	-0.042	-0.002	NA	NA
1	237	J21	-0.14	sample	sample	2208350	2125960	1910800	2125960	2081703.33333333	0.99	0.971	0.938	-0.014	-0.042	-0.093	PRKCL2	5586
2	332	N20	-0.14	sample	sample	2453490	2343850	2192390	2343850	2329910	0.948	0.971	0.975	-0.077	-0.042	-0.036	FYN	2534
1	327	N15	-0.15	sample	sample	2097750	2124080	2062810	2097750	2094880	0.941	0.971	1.01	-0.088	-0.043	0.017	STK10	6793
3	366	P06	-0.15	sample	sample	2746480	2613860	2611060	2613860	2657133.33333333	0.95	0.97	1.1	-0.074	-0.043	0.139	NA	NA
1	297	M09	-0.15	sample	sample	2161020	2109210	1987860	2109210	2086030	0.969	0.964	0.975	-0.045	-0.053	-0.036	GRK6	2870
1	261	K21	-0.16	sample	sample	1971540	2118360	1983330	1983330	2024410	0.884	0.968	0.973	-0.177	-0.047	-0.039	PKN3	29941
2	175	H07	-0.16	sample	sample	2396040	2335430	2232790	2335430	2321420	0.926	0.968	0.993	-0.112	-0.047	-0.01	CAMK2A	815
2	90	D18	-0.16	sample	sample	2503610	2357130	2093010	2357130	2317916.66666667	0.967	0.977	0.931	-0.048	-0.034	-0.103	CLK4	57396
2	363	P03	-0.17	sample	sample	2430780	2333730	2297770	2333730	2354093.33333333	0.939	0.967	1.02	-0.091	-0.048	0.032	PRKD2	25865
2	137	F17	-0.17	sample	sample	2550310	2120300	2168720	2168720	2279776.66666667	0.985	0.879	0.965	-0.022	-0.187	-0.052	EPHA1	2041
1	353	O17	-0.17	sample	sample	2067220	2214590	1966300	2067220	2082703.33333333	0.927	1.01	0.965	-0.109	0.017	-0.052	CALM3	808
3	354	O18	-0.17	sample	sample	2672330	2601010	2400140	2601010	2557826.66666667	0.924	0.966	1.01	-0.114	-0.05	0.018	NA	NA
2	308	M20	-0.18	sample	sample	2569980	2328100	2150900	2328100	2349660	0.993	0.965	0.957	-0.011	-0.052	-0.064	FGFRL1	53834
1	212	I20	-0.18	sample	sample	3320980	1814750	1961490	1961490	2365740	1.49	0.829	0.962	0.575	-0.27	-0.055	STK24	8428
3	153	G09	-0.18	sample	sample	2901030	2597560	2017080	2597560	2505223.33333333	1	0.964	0.851	0.005	-0.052	-0.233	PRKCB1	5579
3	341	O05	-0.18	sample	sample	2679380	2597130	2295090	2597130	2523866.66666667	0.927	0.964	0.968	-0.11	-0.053	-0.047	PRKWNK1	65125
3	149	G05	-0.18	sample	sample	2945590	2596290	2062470	2596290	2534783.33333333	1.02	0.964	0.87	0.027	-0.053	-0.201	EFNB3	1949
3	253	K13	-0.18	sample	sample	2764120	3302980	2279050	2764120	2782050	0.956	1.23	0.961	-0.065	0.294	-0.057	ITPKB	3707
2	307	M19	-0.2	sample	sample	2319980	2390080	2154480	2319980	2288180	0.896	0.99	0.959	-0.158	-0.014	-0.061	PRKACA	5566
3	282	L18	-0.2	sample	sample	2861830	2586290	2166760	2586290	2538293.33333333	0.99	0.96	0.914	-0.015	-0.059	-0.13	NA	NA
1	104	E08	-0.2	sample	sample	2138870	1953080	1988570	1988570	2026840	0.959	0.892	0.976	-0.06	-0.164	-0.036	PFTK1	5218
3	274	L10	-0.2	sample	sample	2893250	2575050	2269580	2575050	2579293.33333333	1	0.956	0.957	0.001	-0.065	-0.063	NA	NA
1	159	G15	-0.2	sample	sample	1981660	2144670	1950860	1981660	2025730	0.889	0.98	0.957	-0.17	-0.029	-0.063	PIK4CA	5297
3	132	F12	-0.21	sample	sample	2967560	2433120	2267370	2433120	2556016.66666667	1.03	0.903	0.956	0.038	-0.147	-0.064	NA	NA
2	141	F21	-0.21	sample	sample	2221790	2311320	2148220	2221790	2227110	0.858	0.958	0.956	-0.221	-0.062	-0.065	PRKCSH	5589
1	78	D06	-0.22	sample	sample	2374780	2094810	1854530	2094810	2108040	1.07	0.957	0.91	0.091	-0.063	-0.136	MAP2K3	5606
1	23	A23	-0.22	sicon1	sicon1	2164240	2022890	1945030	2022890	2044053.33333333	0.971	0.924	0.954	-0.043	-0.114	-0.067	NA	NA
1	305	M17	-0.22	sample	sample	2370380	2064390	1943830	2064390	2126200	1.06	0.943	0.954	0.088	-0.084	-0.068	RNASEL	6041
3	95	D23	-0.22	sicon1	sicon1	3106800	2352180	2259600	2352180	2572860	1.07	0.873	0.953	0.104	-0.195	-0.069	NA	NA
1	310	M22	-0.23	sample	sample	2161180	2089480	1796100	2089480	2015586.66666667	0.969	0.955	0.881	-0.045	-0.067	-0.182	PHKB	5257
1	381	P21	-0.23	sample	sample	2125940	2054750	2006910	2054750	2062533.33333333	0.953	0.939	0.985	-0.069	-0.091	-0.022	CDADC1	81602
3	379	P19	-0.23	sample	sample	2599410	2570310	2349970	2570310	2506563.33333333	0.899	0.954	0.991	-0.154	-0.068	-0.013	NA	NA
3	19	A19	-0.23	sample	sample	2755890	2794770	2215020	2755890	2588560	0.953	1.04	0.934	-0.069	0.053	-0.098	NRBP	29959
1	64	C16	-0.23	sample	sample	2012910	2181170	1938480	2012910	2044186.66666667	0.903	0.997	0.951	-0.148	-0.005	-0.072	PRKCE	5581
1	141	F21	-0.24	sample	sample	2122710	2152820	1910330	2122710	2061953.33333333	0.952	0.984	0.937	-0.071	-0.024	-0.093	CDC42BPB	9578
3	333	N21	-0.24	sample	sample	2784530	2556640	2251850	2556640	2531006.66666667	0.963	0.949	0.95	-0.054	-0.075	-0.074	NA	NA
1	71	C23	-0.24	sicon1	sicon1	1948450	2184950	1935590	1948450	2022996.66666667	0.874	0.998	0.95	-0.194	-0.002	-0.074	NA	NA
3	299	M11	-0.25	sample	sample	2800240	2432670	2248350	2432670	2493753.33333333	0.969	0.903	0.948	-0.046	-0.147	-0.077	TRPM7	54822
1	255	K15	-0.25	sample	sample	2118720	2073920	2030790	2073920	2074476.66666667	0.95	0.948	0.996	-0.074	-0.078	-0.005	KCNH8	131096
1	283	L19	-0.25	sample	sample	2117950	2079350	2220010	2117950	2139103.33333333	0.95	0.95	1.09	-0.074	-0.074	0.123	PIM1	5292
1	80	D08	-0.25	sample	sample	1906070	2111290	1930880	1930880	1982746.66666667	0.855	0.965	0.947	-0.226	-0.052	-0.078	LCK	3932
1	133	F13	-0.25	sample	sample	2063900	2079270	2165840	2079270	2103003.33333333	0.926	0.95	1.06	-0.111	-0.074	0.088	PDIK1L	149420
1	79	D07	-0.25	sample	sample	2583790	2068370	1929630	2068370	2193930	1.16	0.945	0.947	0.213	-0.082	-0.079	BUB1	699
3	131	F11	-0.26	sample	sample	2736350	2631940	2243690	2631940	2537326.66666667	0.946	0.977	0.946	-0.079	-0.033	-0.08	NA	NA
1	57	C09	-0.26	sample	sample	2114330	2015280	2957970	2114330	2362526.66666667	0.948	0.921	1.45	-0.077	-0.119	0.537	MAPK4	5596
3	50	C02	-0.26	sicon1	sicon1	2813320	2556730	2198030	2556730	2522693.33333333	0.973	0.949	0.927	-0.039	-0.075	-0.109	NA	NA
1	161	G17	-0.27	sample	sample	2109860	2041400	1992530	2041400	2047930	0.946	0.933	0.978	-0.08	-0.1	-0.033	SSTK	83983
2	44	B20	-0.28	sample	sample	2265780	2281900	2123970	2265780	2223883.33333333	0.875	0.946	0.945	-0.192	-0.081	-0.082	PRPS1L1	221823
3	32	B08	-0.28	sample	sample	2730080	2636660	2211260	2636660	2526000	0.944	0.979	0.933	-0.083	-0.031	-0.101	NA	NA
2	207	I15	-0.28	sample	sample	2501270	2192200	2117030	2192200	2270166.66666667	0.966	0.908	0.942	-0.05	-0.138	-0.086	CSNK1D	1453
2	2	A02	-0.28	sicon1	sicon1	2178020	2460420	2116190	2178020	2251543.33333333	0.841	1.02	0.941	-0.249	0.028	-0.087	NA	NA
3	227	J11	-0.29	sample	sample	2721860	2572890	2199110	2572890	2497953.33333333	0.941	0.955	0.928	-0.087	-0.066	-0.109	NA	NA
3	164	G20	-0.29	sample	sample	2721290	2810360	2202750	2721290	2578133.33333333	0.941	1.04	0.929	-0.087	0.061	-0.106	NA	NA
2	212	I20	-0.29	sample	sample	2562000	2260210	2109550	2260210	2310586.66666667	0.99	0.937	0.939	-0.015	-0.094	-0.092	ADRBK1	156
2	181	H13	-0.29	sample	sample	2476220	2178770	2109430	2178770	2254806.66666667	0.956	0.903	0.938	-0.064	-0.147	-0.092	CDK11	23097
1	77	D05	-0.3	sample	sample	2086420	2238640	1912180	2086420	2079080	0.936	1.02	0.938	-0.096	0.033	-0.092	MPP2	4355
2	366	P06	-0.3	sample	sample	2433570	2154780	2206980	2206980	2265110	0.94	0.893	0.982	-0.089	-0.163	-0.026	NEK2	4751
1	26	B02	-0.3	sicon1	sicon1	2095630	2146810	1791740	2095630	2011393.33333333	0.94	0.981	0.879	-0.089	-0.028	-0.186	NA	NA
3	309	M21	-0.3	sample	sample	2799150	2488270	2221790	2488270	2503070	0.968	0.924	0.937	-0.047	-0.114	-0.094	AK2	204
2	195	I03	-0.3	sample	sample	2432200	2317730	1805370	2317730	2185100	0.939	0.961	0.803	-0.09	-0.058	-0.316	ADCK2	90956
3	33	B09	-0.3	sample	sample	2715570	2563370	2206880	2563370	2495273.33333333	0.939	0.952	0.931	-0.09	-0.071	-0.103	NA	NA
3	52	C04	-0.3	sample	sample	2704560	2610630	2220370	2610630	2511853.33333333	0.935	0.969	0.936	-0.096	-0.045	-0.095	NA	NA
1	232	J16	-0.31	sample	sample	2091300	2181150	1821110	2091300	2031186.66666667	0.938	0.997	0.894	-0.092	-0.005	-0.162	ITK	3702
3	229	J13	-0.31	sample	sample	2710850	2472410	2307250	2472410	2496836.66666667	0.938	0.918	0.973	-0.093	-0.124	-0.039	NA	NA
3	87	D15	-0.31	sample	sample	2710520	2564870	2205610	2564870	2493666.66666667	0.937	0.952	0.93	-0.093	-0.071	-0.104	NA	NA
2	339	O03	-0.32	sample	sample	2184620	2261560	2167530	2184620	2204570	0.844	0.937	0.964	-0.245	-0.094	-0.052	MERTK	10461
3	325	N13	-0.32	sample	sample	2705440	2501640	2217000	2501640	2474693.33333333	0.936	0.929	0.935	-0.096	-0.107	-0.097	NA	NA
3	81	D09	-0.32	sample	sample	2601030	2599760	2211850	2599760	2470880	0.9	0.965	0.933	-0.153	-0.051	-0.1	NA	NA
3	15	A15	-0.32	sample	sample	2801760	2522660	2148590	2522660	2491003.33333333	0.969	0.937	0.906	-0.045	-0.095	-0.142	ILK	3611
3	26	B02	-0.33	sicon1	sicon1	2899470	2492190	2209800	2492190	2533820	1	0.925	0.932	0.004	-0.112	-0.102	NA	NA
3	75	D03	-0.33	sample	sample	2583870	2521450	2223540	2521450	2442953.33333333	0.894	0.936	0.938	-0.162	-0.095	-0.093	NA	NA
3	238	J22	-0.33	sample	sample	2582390	2521220	2777560	2582390	2627056.66666667	0.893	0.936	1.17	-0.163	-0.095	0.228	NA	NA
1	76	D04	-0.33	sample	sample	2269400	2044200	1899080	2044200	2070893.33333333	1.02	0.934	0.932	0.025	-0.098	-0.102	CDKN2C	1031
3	364	P04	-0.33	sample	sample	2798330	2454490	2208880	2454490	2487233.33333333	0.968	0.911	0.932	-0.047	-0.134	-0.102	NA	NA
3	43	B19	-0.33	sample	sample	2698560	2513060	2492660	2513060	2568093.33333333	0.933	0.933	1.05	-0.1	-0.1	0.072	NA	NA
3	326	N14	-0.34	sample	sample	2720530	2515770	2154890	2515770	2463730	0.941	0.934	0.909	-0.088	-0.098	-0.138	NA	NA
1	137	F17	-0.35	sample	sample	2260090	2040630	1828280	2040630	2043000	1.01	0.932	0.897	0.02	-0.101	-0.157	ANKRD3	54101
3	317	N05	-0.35	sample	sample	2690710	2406530	2256900	2406530	2451380	0.931	0.893	0.952	-0.104	-0.163	-0.071	NA	NA
3	304	M16	-0.36	sample	sample	2649930	2505800	2248980	2505800	2468236.66666667	0.917	0.93	0.949	-0.126	-0.104	-0.076	NA	NA
1	160	G16	-0.36	sample	sample	1950150	2034140	1895270	1950150	1959853.33333333	0.875	0.929	0.93	-0.193	-0.106	-0.105	PTK9	5756
3	178	H10	-0.37	sample	sample	2679930	2528110	2131430	2528110	2446490	0.927	0.939	0.899	-0.11	-0.091	-0.154	NA	NA
3	381	P21	-0.37	sample	sample	2571400	2648760	2188770	2571400	2469643.33333333	0.889	0.983	0.923	-0.169	-0.024	-0.115	NA	NA
1	75	D03	-0.38	sample	sample	2046770	2197970	1878760	2046770	2041166.66666667	0.918	1	0.922	-0.123	0.006	-0.117	DGKK	139189
2	172	H04	-0.38	sample	sample	2394320	2255260	1683710	2255260	2111096.66666667	0.925	0.935	0.749	-0.113	-0.098	-0.417	JIK	51347
3	182	H14	-0.38	sample	sample	2502730	2597070	2184090	2502730	2427963.33333333	0.866	0.964	0.921	-0.208	-0.053	-0.118	NA	NA
2	275	L11	-0.38	sample	sample	2392780	2353390	1851090	2353390	2199086.66666667	0.924	0.975	0.824	-0.114	-0.036	-0.28	CAMK1D	57118
3	44	B20	-0.38	sample	sample	2645370	2493090	2181920	2493090	2440126.66666667	0.915	0.926	0.92	-0.128	-0.112	-0.12	NA	NA
3	291	M03	-0.39	sample	sample	2501560	2489540	2247920	2489540	2413006.66666667	0.865	0.924	0.948	-0.209	-0.114	-0.077	EPHA4	2043
2	183	H15	-0.39	sample	sample	2570230	2230230	1957220	2230230	2252560	0.993	0.924	0.871	-0.01	-0.114	-0.2	SNARK	81788
2	376	P16	-0.4	sample	sample	2385190	2186400	2107630	2186400	2226406.66666667	0.921	0.906	0.938	-0.118	-0.142	-0.093	EPHB1	2047
2	316	N04	-0.4	sample	sample	2561900	2191390	2062630	2191390	2271973.33333333	0.99	0.908	0.918	-0.015	-0.139	-0.124	PXK	54899
2	50	C02	-0.4	sicon1	sicon1	2306840	2328590	2060750	2306840	2232060	0.891	0.965	0.917	-0.166	-0.051	-0.125	NA	NA
3	83	D11	-0.4	sample	sample	2659090	2720010	2167740	2659090	2515613.33333333	0.92	1.01	0.914	-0.121	0.014	-0.129	NA	NA
2	267	L03	-0.41	sample	sample	2246350	2222580	2126590	2222580	2198506.66666667	0.868	0.921	0.946	-0.205	-0.119	-0.08	PKMYT1	9088
2	80	D08	-0.41	sample	sample	2379720	3191520	1748490	2379720	2439910	0.919	1.32	0.778	-0.122	0.403	-0.362	CHKA	1119
3	92	D20	-0.42	sample	sample	2793910	2476510	1947050	2476510	2405823.33333333	0.966	0.919	0.821	-0.049	-0.121	-0.284	NA	NA
1	172	H04	-0.42	sample	sample	1917000	2032380	1863310	1917000	1937563.33333333	0.86	0.929	0.914	-0.218	-0.107	-0.129	EPHB6	2051
2	334	N22	-0.42	sample	sample	2331340	2217510	2143120	2217510	2230656.66666667	0.901	0.919	0.953	-0.151	-0.122	-0.069	DKFZP434C131	25989
2	219	J03	-0.42	sample	sample	2450600	2217470	2012240	2217470	2226770	0.947	0.919	0.895	-0.079	-0.122	-0.16	STK32B	55351
1	2	A02	-0.42	sicon1	sicon1	2407270	1939770	1861770	1939770	2069603.33333333	1.08	0.886	0.913	0.111	-0.174	-0.131	NA	NA
1	331	N19	-0.42	sample	sample	2034070	2267560	1860970	2034070	2054200	0.912	1.04	0.913	-0.132	0.051	-0.131	ABL1	25
2	102	E06	-0.43	sample	sample	2100550	2246710	2048750	2100550	2132003.33333333	0.811	0.931	0.911	-0.302	-0.103	-0.134	TEX14	56155
2	341	O05	-0.44	sample	sample	2355190	2262010	2045460	2262010	2220886.66666667	0.91	0.937	0.91	-0.136	-0.093	-0.136	CERK	64781
2	132	F12	-0.44	sample	sample	2364360	2133450	2087600	2133450	2195136.66666667	0.913	0.884	0.929	-0.131	-0.178	-0.107	MAP3K6	9064
2	95	D23	-0.44	sicon1	sicon1	2362860	2162140	2151350	2162140	2225450	0.913	0.896	0.957	-0.132	-0.158	-0.063	NA	NA
1	95	D23	-0.44	sicon1	sicon1	2164430	2001280	1804690	2001280	1990133.33333333	0.971	0.914	0.885	-0.043	-0.129	-0.176	NA	NA
2	315	N03	-0.44	sample	sample	2304530	2205860	2117070	2205860	2209153.33333333	0.89	0.914	0.942	-0.168	-0.13	-0.086	SLK	9748
2	345	O09	-0.44	sample	sample	2361450	2094320	2113800	2113800	2189856.66666667	0.912	0.868	0.94	-0.133	-0.204	-0.089	CIT	11113
1	375	P15	-0.44	sample	sample	2033600	1998450	2041460	2033600	2024503.33333333	0.912	0.913	1	-0.133	-0.131	0.002	MAPK3	5595
2	111	E15	-0.45	sample	sample	2361000	2194210	2067200	2194210	2207470	0.912	0.909	0.92	-0.133	-0.137	-0.121	CSNK2A2	1459
1	293	M05	-0.45	sample	sample	1810420	1999450	1930390	1930390	1913420	0.812	0.914	0.947	-0.3	-0.13	-0.078	PHKA2	5256
1	356	O20	-0.45	sample	sample	1901890	2146980	1847630	1901890	1965500	0.853	0.981	0.907	-0.229	-0.028	-0.142	SGK2	10110
1	102	E06	-0.46	sample	sample	2028120	2317810	1780790	2028120	2042240	0.91	1.06	0.874	-0.137	0.083	-0.195	RPS6KB2	6199
2	129	F09	-0.46	sample	sample	2410360	2199560	1951620	2199560	2187180	0.931	0.912	0.868	-0.103	-0.134	-0.204	AATK	9625
2	74	D02	-0.46	sicon1	sicon1	2353340	2140540	2116680	2140540	2203520	0.909	0.887	0.942	-0.138	-0.173	-0.087	NA	NA
3	4	A04	-0.47	sample	sample	2517840	2529840	2143280	2517840	2396986.66666667	0.871	0.939	0.904	-0.2	-0.09	-0.146	NA	NA
1	10	A10	-0.47	sample	sample	2107630	1990980	1779470	1990980	1959360	0.945	0.91	0.873	-0.081	-0.137	-0.196	IRAK1	3654
1	42	B18	-0.47	sample	sample	2023160	1957470	2179310	2023160	2053313.33333333	0.907	0.894	1.07	-0.14	-0.161	0.097	STK11	6794
1	367	P07	-0.47	sample	sample	2021460	2312000	1841110	2021460	2058190	0.907	1.06	0.903	-0.141	0.079	-0.147	KIAA0999	23387
3	365	P05	-0.47	sample	sample	2622400	2186910	2209070	2209070	2339460	0.907	0.812	0.932	-0.141	-0.301	-0.102	NA	NA
3	2	A02	-0.48	sicon1	sicon1	2618840	3036280	2060570	2618840	2571896.66666667	0.906	1.13	0.869	-0.143	0.173	-0.202	NA	NA
1	101	E05	-0.48	sample	sample	2019460	1915260	1875930	1915260	1936883.33333333	0.906	0.875	0.92	-0.143	-0.192	-0.12	CARKL	23729
3	60	C12	-0.48	sample	sample	2322990	2452850	2137620	2322990	2304486.66666667	0.803	0.911	0.902	-0.316	-0.135	-0.149	NA	NA
3	189	H21	-0.48	sample	sample	2617200	2428880	2162360	2428880	2402813.33333333	0.905	0.902	0.912	-0.144	-0.149	-0.133	NA	NA
1	47	B23	-0.49	sicon1	sicon1	2061900	1734260	1835550	1835550	1877236.66666667	0.925	0.792	0.901	-0.113	-0.336	-0.151	NA	NA
3	352	O16	-0.49	sample	sample	2443200	2440410	2205470	2440410	2363026.66666667	0.845	0.906	0.93	-0.243	-0.142	-0.104	NA	NA
2	93	D21	-0.49	sample	sample	2339630	2169970	2179100	2179100	2229566.66666667	0.904	0.899	0.969	-0.146	-0.153	-0.045	PIK3CB	5291
1	165	G21	-0.51	sample	sample	2006180	2012080	1795250	2006180	1937836.66666667	0.9	0.919	0.881	-0.152	-0.121	-0.183	NME3	4832
1	9	A09	-0.53	sample	sample	2021120	1745030	1817890	1817890	1861346.66666667	0.906	0.797	0.892	-0.142	-0.327	-0.165	DMPK	1760
3	292	M04	-0.53	sample	sample	2542940	2419430	2371790	2419430	2444720	0.88	0.898	1	-0.185	-0.155	0	NA	NA
2	325	N13	-0.53	sample	sample	2367900	2167230	1842010	2167230	2125713.33333333	0.915	0.898	0.82	-0.129	-0.155	-0.287	CDK9	1025
1	280	L16	-0.54	sample	sample	2113780	1962830	1732390	1962830	1936333.33333333	0.948	0.897	0.85	-0.077	-0.157	-0.235	PDK3	5165
3	158	G14	-0.55	sample	sample	2479660	2410360	2196820	2410360	2362280	0.858	0.895	0.927	-0.222	-0.16	-0.11	NA	NA
3	47	B23	-0.56	sicon1	sicon1	2577200	2280850	2346590	2346590	2401546.66666667	0.891	0.847	0.99	-0.166	-0.24	-0.015	NA	NA
1	83	D11	-0.56	sample	sample	2062360	1954780	1623060	1954780	1880066.66666667	0.925	0.893	0.796	-0.113	-0.163	-0.329	PRKCM	5587
1	252	K12	-0.56	sample	sample	1986060	1857450	1817120	1857450	1886876.66666667	0.891	0.849	0.892	-0.167	-0.237	-0.166	MAP3K9	4293
2	21	A21	-0.56	sample	sample	2362820	1932840	1991550	1991550	2095736.66666667	0.913	0.801	0.886	-0.132	-0.32	-0.175	PKIB	5570
3	267	L03	-0.57	sample	sample	2571090	2326260	2122100	2326260	2339816.66666667	0.889	0.864	0.895	-0.169	-0.211	-0.16	NA	NA
2	125	F05	-0.57	sample	sample	2249940	2150610	2002730	2150610	2134426.66666667	0.869	0.891	0.891	-0.202	-0.166	-0.166	CDKL1	8814
1	196	I04	-0.57	sample	sample	1834120	1982960	1800400	1834120	1872493.33333333	0.823	0.906	0.883	-0.282	-0.142	-0.179	RIOK2	55781
3	12	A12	-0.58	sample	sample	2623110	2341650	2092440	2341650	2352400	0.907	0.869	0.883	-0.14	-0.202	-0.18	NA	NA
1	173	H05	-0.59	sample	sample	1729140	1994730	1794800	1794800	1839556.66666667	0.776	0.911	0.881	-0.367	-0.134	-0.183	STK22D	83942
1	364	P04	-0.59	sample	sample	1938500	1986490	1794470	1938500	1906486.66666667	0.869	0.908	0.88	-0.202	-0.14	-0.184	ACVR1	90
2	86	D14	-0.59	sample	sample	2289490	2297770	1729520	2289490	2105593.33333333	0.884	0.952	0.769	-0.177	-0.071	-0.378	IHPK3	117283
3	315	N03	-0.6	sample	sample	2555520	2651880	2055590	2555520	2420996.66666667	0.884	0.985	0.867	-0.178	-0.022	-0.206	NA	NA
3	234	J18	-0.6	sample	sample	2554200	2532030	1990310	2532030	2358846.66666667	0.883	0.94	0.839	-0.179	-0.089	-0.252	NA	NA
2	213	I21	-0.6	sample	sample	2327280	2136990	1866800	2136990	2110356.66666667	0.899	0.886	0.831	-0.154	-0.175	-0.268	MYO3A	53904
3	136	F16	-0.6	sample	sample	2855180	2321780	2081660	2321780	2419540	0.988	0.862	0.878	-0.018	-0.214	-0.188	NA	NA
1	99	E03	-0.61	sample	sample	2297730	1934810	1711150	1934810	1981230	1.03	0.884	0.84	0.043	-0.178	-0.252	ALS2CR2	55437
3	303	M15	-0.62	sample	sample	2417240	2467080	2073840	2417240	2319386.66666667	0.836	0.916	0.875	-0.258	-0.127	-0.193	GUCY2F	2986
2	350	O14	-0.62	sample	sample	2275350	2209780	1869790	2209780	2118306.66666667	0.879	0.916	0.832	-0.186	-0.127	-0.266	PIK3R4	30849
3	31	B07	-0.64	sample	sample	2533610	2196540	2184090	2196540	2304746.66666667	0.876	0.815	0.921	-0.191	-0.294	-0.118	NA	NA
2	189	H21	-0.66	sample	sample	2257840	1887930	1981250	1981250	2042340	0.872	0.782	0.881	-0.197	-0.354	-0.182	MGC4796	83931
1	142	F22	-0.66	sample	sample	1944010	1981470	1718430	1944010	1881303.33333333	0.872	0.905	0.843	-0.198	-0.143	-0.246	MAP2K7	5609
3	230	J14	-0.67	sample	sample	2514840	2167640	2107060	2167640	2263180	0.87	0.805	0.889	-0.201	-0.313	-0.17	NA	NA
3	114	E18	-0.68	sample	sample	2773840	2346280	1988120	2346280	2369413.33333333	0.959	0.871	0.839	-0.06	-0.199	-0.254	NA	NA
3	36	B12	-0.69	sample	sample	2676870	2344380	2006340	2344380	2342530	0.926	0.87	0.846	-0.111	-0.2	-0.241	NA	NA
2	26	B02	-0.69	sicon1	sicon1	2245850	2283060	1891660	2245850	2140190	0.868	0.946	0.842	-0.205	-0.08	-0.249	NA	NA
2	128	F08	-0.69	sample	sample	2254530	2099160	1815000	2099160	2056230	0.871	0.87	0.807	-0.199	-0.201	-0.308	MAK	4117
3	58	C10	-0.69	sample	sample	2368780	2347140	2043010	2347140	2252976.66666667	0.819	0.871	0.862	-0.288	-0.199	-0.215	NA	NA
3	373	P13	-0.69	sample	sample	2444510	2342190	2050850	2342190	2279183.33333333	0.845	0.87	0.865	-0.242	-0.202	-0.209	NA	NA
2	292	M04	-0.7	sample	sample	2240350	1965240	1955530	1965240	2053706.66666667	0.865	0.814	0.87	-0.209	-0.296	-0.201	MAST2	23139
1	342	O06	-0.7	sample	sample	1772180	1985880	1751870	1772180	1836643.33333333	0.795	0.907	0.86	-0.331	-0.14	-0.218	ETNK1	55500
3	348	O12	-0.71	sample	sample	2094870	3467430	2034050	2094870	2532116.66666667	0.725	1.29	0.858	-0.465	0.364	-0.221	NA	NA
2	155	G11	-0.71	sample	sample	2392660	2090300	1794760	2090300	2092573.33333333	0.924	0.866	0.798	-0.114	-0.207	-0.325	SRP72	6731
2	322	N10	-0.73	sample	sample	2179080	2142240	1919420	2142240	2080246.66666667	0.842	0.888	0.854	-0.249	-0.172	-0.228	PCTK2	5128
2	112	E16	-0.73	sample	sample	2224480	2202240	1881450	2202240	2102723.33333333	0.859	0.913	0.837	-0.219	-0.132	-0.257	SBK1	388228
